,docid,unique_words
21,966365,"['legislation', 'obsolete', 'discount', 'possibility', 'regulatory', 'best', 'commerce', 'official', '29', 'action', 'prospects', 'provisions', 'could', 'major', 'sought', 'issue', 'appropriate', 'predict', 'review', 'delayed', 'send', 'aware', 'may', 'significant', 'excellent', 'law', 'investment2', 'considers', 'sent', 'funds', 'help', 'business', 'investing', 'foreign', 'signals', 'unlikely', 'new', 'report', 'changes', 'final', 'regulations', 'begin', 'needed', 'suggests', 'regulation', 'press', 'numerous', 'parliamentary', 'information', 'embassys', 'urgently', 'possibly', 'commerces', 'job4', 'wellplaced', 'comment:', 'discuss', 'reputation', 'make', 'confirmed', 'community5', 'holds', 'politika', 'yugoslavia', 'frequently', 'opens', 'end1976', 'alteration', 'provisional', 'better', 'requested:', 'see', 'embassy', 'committee', 'committed', 'basis3', 'present', 'timely', 'though', 'modify', 'since', 'statement', 'implication', 'providing', 'obr', 'amendments', 'enactment', 'early', 'advised', 'interrepublican', 'publication', 'concurred', 'overall', 'knowledgable', 'draft', 'us', 'approval', 'date', 'seem', 'change', 'rpt', 'investors', 'far', 'silberman', 'explained', 'question', 'noted', '1', 'investment', 'would', 'find', 'imminent', 'concurrence', 'watch', 'emboff']"
22,969273,"['duty', 'described', 'grateful', 'originators', 'complications', 'communicator', 'ref', 'case', 'communicators', 'genuine', 'would', 'point', '164906', 'come', '1', 'luckily', 'difficulties', 'carefully', 'niacts', 'b', 'recently', 'corcoran', 'screen', 'nighttime', 'reported', 'without', 'somewhat', 'got', 'repetition', 'travel', 'diminished', 'state', 'intensified', 'traffic', 'complicated', 'b2', 'type']"
23,969486,"['ago', 'text', 'dual', 'personally', 'growing', 'effort', 'among', 'assador', 'chinese', 'relations8', 'many', 'minister5', 'relations2', 'ting', 'department', 'circumstances', 'prime', 'supply', 'period', 'current', 'troops', 'look', 'may', 'express', 'view', 'great', 'world1', 'bhutto', 'upon', 'foreign', 'pascoe', 'hua', 'tang', 'secret7', 'differing', 'feasible', 'arrived', 'military', 'clearly', 'intend', 'kissinger', 'union', 'fully', 'perito', 'end5', 'developments', 'power', 'nevertheless', '5:00', 'determination', 'illusions', 'know', 'meeting', 'gates', 'point', '6', 'different', 'presence', 'december', 'various', 'objective', 'achieve', 'even', 'text:2', 'like', 'personal', 'normalized', 'relationship', 'ambitions6', 'accompanied', 'kuofeng', 'together', 'one', '1', 'maintain', 'soviet', 'tactics', 'would', 'remains', 'ford', 'already', 'publicly', 'make', 'defense', 'convey', 'you7', 'acting', 'message', 'people', 'successes', 'lin', 'econ', 'occasional', 'aoa', 'suggestions', 'long', 'dinner', 'determined', 'opportunity', 'outcome', 'director', 'maintained', 'chu', 'refer', 'addition', 'wish', 'decision', 'interpreted', 'process', 'served', 'speak', 'based', 'government', 'country', 'concerned', 'stay', 'wishes', 'actions', 'following', 'protocol', 'efforts', 'several', 'begin', 'made', 'share', 'brought', 'eight', 'special', 'possible', 'relations', 'effect', 'ussr', 'nancy', 'aspects', 'american', 'continue', 'econimic', 'time', 'posture', 'working', 'provately', 'strong', 'mutual', 'relationship0', 'hour', 'see', 'world', 'believe', 'affairs', 'since', 'wensheng', 'letter', 'counselor', 'differ4', '10', 'matter', 'discuss', 'improve', 'complete', 'seeing', 'normalizing', 'states', 'equipment', 'basic', 'tibet', 'premier', 'time3', 'react', 'participants', 'permit', 'remarks', 'division', 'regarding', 'warm', 'greatly', 'reaffirmed', 'forward', 'serious', 'extensive', 'ground', 'vice', 'lasted', 'fact', 'busy3', 'somewhat', 'congress', 'sorry', 'secret4', 'behalf', 'comment', 'dcm', 'though', 'however', 'remain', 'apologized', 'discussions', 'could', 'gates:', 'pressure', 'chief', '56:45', 'awareness', 'reiterate', 'welcome', 'reflected', 'experience', 'joint', 'including', 'policies', 'yes', 'congratulations9', 'resist', 'complex', 'mfa', 'room', 'countrys', 'meet', 'increasing', 'pm', 'visit', 'hall', 'interests', 'rhetoric', 'united', 'budget', 'peking', 'expansionsimand', 'strongly', 'influence', 'global', 'expand', 'recent', 'stated', 'say', 'promote', 'exchange', 'absolutely', 'began', 'cover', 'commitment', 'two', 'goal', 'despite', 'communique', 'election', 'chuanhsien', 'secretary', 'appointment', 'means', 'interest', 'policy', 'good', 'szechwan', '1976', 'ping', 'years', 'toward', 'continued', 'expressed', 'part', 'terms', 'also', 'appreciate', 'pol', 'setback', 'first', 'visitors', 'fortyfive', 'cuban', 'taker', 'clear', 'nepal', 'taken', 'international', 'especially', 'views', 'matters', 'respect', 'oceanic', 'support', 'accept', 'king', 'assistant', 'amb', 'hegemonic', 'appears', 'angola', 'bilateral', 'topics', 'course', 'technological', 'setbacks', 'bound', 'us', 'hope', 'deputy', 'prepared', 'included', 'abroad', 'shanghai', 'yuanhung', 'thomas', 'countries', 'committed', 'hua:', 'add', 'president', 'minutes', 'walking', 'elsewhere', 'ways', 'able', 'met', 'strengthened', 'use', 'stabilize', 'whether', 'june', 'number', 'minister', 'directly', 'seen', 'well', 'points', 'intervention', 'firm', 'congratulations', 'presidents', 'colleagues', 'trade6', 'confident', 'therefore', 'thayer', 'asked', 'development', 'received', 'system', 'note', 'unions', 'soviets']"
24,969857,"['text', 'discussed', 'given', 'foreign', 'suitable', 'third', 'american', 'forthcoming2', '1', 'dept', 'sabir', 'security', 'see', 'goi', 'proposed', 'would', 'parties', 'f86s', 'chief', 'said', 'rives', 'promised', 'also', 'problem', 'providing', 'assurances', 'today', 'provided', 'directorate', 'contacted', 'covering', 'transfer', 'note', 'charge', 'defense']"
25,969987,"['likely', 'others', '612500', 'viewed', '25', 'opening', 'official', 'general', 'care', 'movements', 'assembly', 'built', 'nature', 'could', 'assigned', 'base', 'supporting', 'build', 'reached', 'go', 'limited', 'unicef', 'decision', 'oau', 'cost', 'says', 'personnel', 'support', 'discussed', 'direct', 'inland', 'executive', 'camps', 'center', 'morogoro', '3', 'press', 'position', 'leader', 'consider', 'geneva', 'students', 'refugee', 'presided', 'release', 'specialized', 'response', 'es', 'said', 'auxiliaries', 'stirling', 'tangov', 'un', 'senior', 'centers', 'mbita', 'give', 'guerrilla', '61', 'fighters', 'miles', 'heads', 'meeting', 'training', 'recognized', 'embassy', 'committee', 'freedom', 'convened', 'warfare', 'due', 'field', 'salaam', 'providing', 'and2', 'hashim', 'humanitarian', 'preferred', 'matter', 'military', 'movement', 'ever', 'operations', 'use', '30', 'fighter', 'calls', 'colonel', 'medical', 'june', 'agencies', 'undp', 'repeated', 'minister', 'secretary', 'assistance', '1', 'dar', 'assistants', 'spain', 'would', 'wounded', 'administering', '1976', 'liberation', 'health', 'trained', 'tanzanias']"
26,971005,"['uncertain', 'text', 'within', 'expressed', 'arab', 'part', 'capability', 'force', 'border', 'supported', 'honestly', 'briefing', 'events', 'intervention2', 'could', 'peace', 'occurred', 'influencing', 'iraq', 'seemed', 'russians', 'send', 'attack', 'country', 'iraqs', 'discussed', 'walis', 'foreign', 'large', 'iraqi', 'motives', 'miscalculations', 'noted', 'overthrown', 'intervention', 'attempting', 'lebanon', 'press', 'remarked', 'course', 'without', 'promised', 'syria', 'united', 'iraqis', 'wiley', 'forces', 'comment:', 'result', 'confirmed', 'problems', 'pressures', 'meeting', 'assads', 'wondered', 'work', 'psychological', 'secret', 'crticial', 'table', 'regime', 'recently', 'presence', 'rival', 'obviously', 'various', 'statement', 'objective', 'parties', 'wali', 'states', 'step', 'doubt', 'enhance', 'assurance', 'means', 'well', 'round', '1', 'also', 'interest', 'become', 'syrias', 'keeping', 'would', 'criticized', 'syrian', 'annex', 'sincere', 'role', 'propaganda']"
27,971045,['0']
28,971676,"['whose', 'uncer', 'text', 'scissors', 'issuance', 'families:', '24', '25', 'balance', 'additional', 'discussion', 'separate', 'however', 'discrepancy', 'general', 'ion', 'plus', 'names', 'cases', 'total', 'prime', 'cases:', 'council', 'figure', 'limited', 'ppts', 'period', 'purposes', '124', 'replist', 'departures3', 'romanian', 'departures:', 'corresponds', 'totals', 'may', 'grants', 'stat', 'used', 'dual', 'iv', 'situation6', 'departure', 'drawn', 'report', 'approval', 'coufxtries', 'mfa', 'march', 'gor5', 'barnes', 'approximately7', '3', 'closely', 'consideration', 'fairly', 'jackson', 'permission', '300', 'addition', 'channels6', 'washington', 'reftel', 'departures', 'includes', 'provided', 'directorate', 'becomes', 'giving', 'us', 'use7', '640', 'consular', 'ivs', 'israel', 'official', 'families', 'marriages:', 'deputy', 'issued', '336', 'tdkmal', 'per', 'permanent', 'new', 'might', 'case', 'unresolved', 'casb', 'calculated', '19762', 'embassy', 'germany', 'known', 'explains', 'accumulation', 'higher', 'b', 'january', 'average', 'since', 'approximately', 'senator', 'example', 'are8', '11', '10', 'thru', 'corresponding', 'list', 'calculates', 'estihwgalltat', 'persons', 'marriage', 'nationals', 'slightly', 'june', 'number', 'following', 'minister', 'approveo', 'follows:', 'situation', 'data', 'approved', 'difficult', 'romania', 'family', '48', 'approvals', 'earlier', 'informed', '1', 'interest', 'december', 'mentioned', 'estimated', 'ambassador', 'mfarefb', '1285', 'received', '1976', '1975', 'calculations', 'patan', 'exact', 'communicated']"
29,972466,"['trasnport', 'soon', 'port', 'arrnaged', 'means', 'onward', '4', 'shipment', 'road', 'acceptable', 'murphy', 'possible', 'latakia', 'via', 'surface']"
30,973578,"['week', 'early', 'dates', 'give', 'next', 'extaff', 'enders', 'embassy', '5', 'hopes', 'new']"
31,973582,"['permitting', 'question', 'move', 'absence', 'spent', 'adopted', 'reviewed', 'taken', 'attitude', 'hattersley', 'routine', 'argued', 'communist', 'inter', 'constraints', '25', 'last', 'prepare', 'also', 'come', 'official', 'however', 'demands5', 'source', 'critical', 'christopher', 'papaligouras', 'prime', 'prospects', 'within', 'locutors', 'restore', 'could', 'bitsios', 'year', 'cyprus', 'entry', 'feeling', 'though', 'demostrating', 'pessimistic', 'cited', 'experience', 'month', 'joint', 'part', 'including', 'significant', 'wish', 'process', 'man', 'greekturkish', 'welcome', 'business', 'media', 'burn', 'commons', 'paid', 'foreign', 'usnato', 'report', 'approval', 'turkishoccupied', 'representing', 'considerable', 'pending', 'early', 'sir', 'tried', 'assured', 'greeces', 'meeting', 'latter', 'required', 'protracted', 'crete', 'soames', 'coordination', 'roy', 'officials', 'apply', 'participate', 'press', 'military', 'cyprus2', 'realities', 'special', 'ec', 'powered', 'essentially', 'bilateral', 'ecgreek', 'mentary', 'address', 'visit', 'possible', 'relations', 'theme', 'result', 'accorded', 'force', 'summer', 'playing', 'negotiations', 'cave', 'blackmail', 'generally', 'financial', 'cypriot', 'submarine', 'well', 'begun', 'undue', 'connection', 'hattersely', 'time', 'progovernment', 'areas', 'discussing', 'impressed', 'corfu', 'kubusch', 'office', 'considerably', 'dignitary', 'issued', 'speculating', 'toplevel', 'program', 'treatment', 'exigencies', 'strong', 'might', 'commented', 'recent', 'areas3', 'reference', 'respect', 'apparently', 'position', 'bargaining', 'interests', 'negotiating', 'euphoria', 'emphasis', 'embassy', 'nato', 'solutions', 'committee', 'averoff', 'present', 'setbacks', 'presence', 'receive', 'political', 'concerning', 'domestic', 'commitment', 'british', 'house', 'caramanlis', 'state', 'opening', 'urged', 'close', 'finding', 'symposium', 'learned', 'stay', 'went', 'previous', 'realistic', 'predictably', 'essence', 'organized', 'break', 'met', 'sba', 'ahead', 'greeknato', 'key', 'imminent', 'satisfy', 'adequate', 'public', 'week', 'britains', 'relationship', 'turkish', 'formal', 'nuclear', 'june', 'greek', 'depth', 'full', 'minister', 'opposition', 'greece', 'hattersleys', 'arrival', 'little', 'temporary', 'reassurances', 'expectations', 'away', 'parlia', 'athens', '1', 'use4', 'select', 'interest', 'discouraged', 'mentioned', 'become', 'difficult', 'came', 'told', 'stance', 'gog', 'problem', 'according', 'times', 'warm', 'forestall', 'host', 'orignally', 'scheduled', 'negoations', 'already', 'limited', 'greeks', 'months', 'second', 'overreact', 'defense', 'invitation', 'refugees']"
32,973851,"['death', 'campaign', 'shapes', 'follows:2', 'june', 'themes', 'incidents', 'picked', 'ularly', 'aggressive', 'partic', 'enters', 'last', 'confidential', 'themes:', 'atmosphere:', 'violence', 'tempo', 'final', '1', 'race', 'candidates', 'apparent5', 'become', 'moves', 'special', 'contenders', 'week', 'supporters', '27', 'azevedo', 'culminating', 'added', 'evora', 'tension', 'rhetoric', '17', 'principal', 'note', 'perspective', 'conclusion']"
33,973931,"['controlled', 'lectured', 'people', 'functionaries', 'resistance', 'daily', 'usually', 'incidents', 'treatment', 'patriotic', 'thailand', 'thai', 'voice', 'november', 'recent', 'instigated', '1', 'broadcasts', 'captured', 'chronicles', 'activity', 'radio', 'subsequently', 'bulletin', 'information', 'shown', 'october', 'carried', 'corcoran', 'media', 'eg', 'noted', 'released', 'coverage', 'particularly', 'providing', 'lpdr', 'ct', '12', 'reactionary', 'ministry', '16', 'attributed', 'item', 'including', 'forces', 'accounts', 'humane']"
34,975953,"['counsel', 'capitalization', 'percent', 'text', 'back', 'calls', 'hence', 'contract', 'comment', '26', 'last', '21', 'also', 'comment:', 'tax', '3', 'termy', 'next', 'confidential', 'sources', 'session', 'mintrade', 'facts', 'december3', 'translation', 'total', 'involves', 'sat', 'week', 'mike', 'proposed', 'grant', 'meetings', 'major', 'interdepartmental', 'leaving', 'sample', 'economic', 'taken', 'lawyers', 'first', 'oil', 'retained', 'review', 'portion', 'goirodgers', 'cost', 'messrs', 'soon', 'payment', 'view', 'departed', 'require', 'upon', 'principles', 'paid', 'held', 'home', 'following', 'approval', 'several', 'changes', '87', 'passes', 'made', 'migas', 'andor', 'language', 'company', 'wells', 'rodgers', 'littlenoticed', 'regulation', 'assumption', 'relief', 'hypothetical', 'proposal', 'appears', 'parliamentary', 'case', 'end', 'presented', 'fully', 'agreed', 'income', 'possible', 'accounted', 'fisher', 'pertamina', 'thishmodel', 'directorate', 'hieght', 'englishindonesian', 'case6', 'point', 'time', 'plan', 'mobils', 'referred', 'title', 'checking', 'issued', 'taxation', 'problems', 'oil4', 'deducted', 'arrangements', 'sadli', 're', 'ambiguity', 'set', 'new', 'general', 'companys', 'ambler', 'mechanics', 'temporarily', 'finance', 'conpleted', 'replaced', 'pricewaterhouse', 'schedules5', 'sadli2', 'appeared', 'series', 'regard', 'thus', 'radius', 'york', 'statement', 'go', 'game', 'previous', '10', '13', '14', 'rogers', 'ministry', 'certain', 'chaired', 'specifically', 'early', 'officials', 'ruling', 'using', 'left', 'mobil', '121975', 'composed', 'monday', 'advisors', 'june', 'two', 'willing', 'export', 'directly', 'side', 'situation', 'corporate', 'change', 'barrels', 'accepted', 'recovery', 'senior', '40', 'one', '1', 'fugure', 'payments', 'interest', 'team', 'surgery', 'day', 'came', 'told', 'goi', 'would', 'cable', 'alternately', 'irs', 'generally', 'according', 'productionsharing', 'copy', 'ie', 'crisis', 'deprication', 'ceiling', 'minesmin', 'emboff', 'take', 'calculations', 'test', 'briefed']"
35,976083,"['likely', 'others', '612500', 'viewed', '25', 'opening', 'official', 'general', 'care', 'movements', 'assembly', 'built', 'nature', 'could', 'assigned', 'base', 'supporting', 'build', 'reached', 'go', 'limited', 'unicef', 'decision', 'oau', 'cost', 'says', 'personnel', 'support', 'discussed', 'direct', 'inland', 'executive', 'camps', 'center', 'morogoro', '3', 'press', 'position', 'leader', 'consider', 'geneva', 'students', 'refugee', 'presided', 'release', 'specialized', 'response', 'es', 'said', 'auxiliaries', 'stirling', 'tangov', 'un', 'use3', 'senior', 'centers', 'mbita', 'give', 'guerrilla', '61', 'fighters', 'miles', 'heads', 'meeting', 'training', 'recognized', 'embassy', 'committee', 'freedom', 'convened', 'warfare', 'due', 'field', 'salaam', 'providing', 'and2', 'hashim', 'humanitarian', 'preferred', 'matter', 'military', 'movement', 'ever', 'operations', '30', 'fighter', 'calls', 'colonel', 'medical', 'june', 'agencies', 'undp', 'repeated', 'minister', 'secretary', 'assistance', '1', 'dar', 'assistants', 'spain', 'would', 'wounded', 'administering', '1976', 'liberation', 'health', 'trained', 'tanzanias']"
